LocationType,Location,Age group,TimeFrame,DataFormat,Data
State,Kansas,15 to 17,2015,Number,120046
State,Kansas,5 to 11,2015,Number,284007
State,Kansas,Total less than 18,2015,Number,720719
State,Kansas,0 to 4,2011,Number,204472
State,Kansas,12 to 14,2011,Number,118833
State,Kansas,15 to 17,2011,Number,118902
State,Kansas,5 to 11,2011,Number,284363
State,Kansas,Total less than 18,2011,Number,726570
State,Kansas,0 to 4,2015,Percent,0.27
State,Kansas,12 to 14,2015,Percent,0.17
State,Kansas,15 to 17,2015,Percent,0.17
State,Kansas,5 to 11,2015,Percent,0.39
State,Kansas,Total less than 18,2015,Percent,1
State,Kansas,0 to 4,2010,Percent,0.28
State,Kansas,12 to 14,2010,Percent,0.16
State,Kansas,15 to 17,2010,Percent,0.16
State,Kansas,5 to 11,2010,Percent,0.39
State,Kansas,Total less than 18,2010,Percent,1
State,Kansas,0 to 4,2010,Number,205510
State,Kansas,12 to 14,2010,Number,118182
State,Kansas,15 to 17,2010,Number,120034
State,Kansas,5 to 11,2010,Number,283765
State,Kansas,Total less than 18,2010,Number,727491
State,Kansas,Total less than 18,2009,Number,721841
State,Kansas,0 to 4,2009,Number,202767
State,Kansas,5 to 11,2009,Number,280318
State,Kansas,12 to 14,2009,Number,117939
State,Kansas,15 to 17,2009,Number,120817
State,Kansas,0 to 4,2018,Percent,0.27
State,Kansas,12 to 14,2018,Percent,0.17
State,Kansas,15 to 17,2018,Percent,0.17
State,Kansas,5 to 11,2018,Percent,0.39
State,Kansas,Total less than 18,2018,Percent,1
State,Kansas,Total less than 18,2009,Percent,1
State,Kansas,0 to 4,2009,Percent,0.28
State,Kansas,5 to 11,2009,Percent,0.39
State,Kansas,12 to 14,2009,Percent,0.16
State,Kansas,15 to 17,2009,Percent,0.17
State,Kansas,0 to 4,2018,Number,189335
State,Kansas,12 to 14,2018,Number,119406
State,Kansas,15 to 17,2018,Number,118559
State,Kansas,5 to 11,2018,Number,278661
State,Kansas,Total less than 18,2018,Number,705961
State,Kansas,0 to 4,2013,Number,200993
State,Kansas,12 to 14,2013,Number,120904
State,Kansas,15 to 17,2013,Number,117683
State,Kansas,5 to 11,2013,Number,284683
State,Kansas,Total less than 18,2013,Number,724263
State,Kansas,0 to 4,2013,Percent,0.28
State,Kansas,12 to 14,2013,Percent,0.17
State,Kansas,15 to 17,2013,Percent,0.16
State,Kansas,5 to 11,2013,Percent,0.39
State,Kansas,Total less than 18,2013,Percent,1
State,Kansas,Total less than 18,2008,Percent,1
State,Kansas,0 to 4,2008,Percent,0.28
State,Kansas,5 to 11,2008,Percent,0.39
State,Kansas,12 to 14,2008,Percent,0.17
State,Kansas,15 to 17,2008,Percent,0.17
State,Kansas,Total less than 18,2007,Number,711005
State,Kansas,0 to 4,2007,Number,196241
State,Kansas,5 to 11,2007,Number,272787
State,Kansas,12 to 14,2007,Number,118264
State,Kansas,15 to 17,2007,Number,123713
State,Kansas,Total less than 18,2008,Number,714689
State,Kansas,0 to 4,2008,Number,199486
State,Kansas,5 to 11,2008,Number,275784
State,Kansas,12 to 14,2008,Number,118085
State,Kansas,15 to 17,2008,Number,121334
State,Kansas,Total less than 18,2007,Percent,1
State,Kansas,0 to 4,2007,Percent,0.28
State,Kansas,5 to 11,2007,Percent,0.38
State,Kansas,12 to 14,2007,Percent,0.17
State,Kansas,15 to 17,2007,Percent,0.17
State,Kansas,Total less than 18,2006,Number,705277
State,Kansas,0 to 4,2006,Number,193207
State,Kansas,5 to 11,2006,Number,269320
State,Kansas,12 to 14,2006,Number,118911
State,Kansas,15 to 17,2006,Number,123839
State,Kansas,Total less than 18,2005,Number,704689
State,Kansas,0 to 4,2005,Number,192997
State,Kansas,5 to 11,2005,Number,267476
State,Kansas,12 to 14,2005,Number,119914
State,Kansas,15 to 17,2005,Number,124302
State,Kansas,Total less than 18,2006,Percent,1
State,Kansas,0 to 4,2006,Percent,0.27
State,Kansas,5 to 11,2006,Percent,0.38
State,Kansas,12 to 14,2006,Percent,0.17
State,Kansas,15 to 17,2006,Percent,0.18
State,Kansas,Total less than 18,2005,Percent,1
State,Kansas,0 to 4,2005,Percent,0.27
State,Kansas,5 to 11,2005,Percent,0.38
State,Kansas,12 to 14,2005,Percent,0.17
State,Kansas,15 to 17,2005,Percent,0.18
State,Kansas,Total less than 18,2004,Percent,1
State,Kansas,0 to 4,2004,Percent,0.27
State,Kansas,5 to 11,2004,Percent,0.38
State,Kansas,12 to 14,2004,Percent,0.17
State,Kansas,15 to 17,2004,Percent,0.17
State,Kansas,Total less than 18,2004,Number,705456
State,Kansas,0 to 4,2004,Number,192750
State,Kansas,5 to 11,2004,Number,267077
State,Kansas,12 to 14,2004,Number,122320
State,Kansas,15 to 17,2004,Number,123309
State,Kansas,Total less than 18,2003,Number,707847
State,Kansas,0 to 4,2003,Number,192184
State,Kansas,5 to 11,2003,Number,268701
State,Kansas,12 to 14,2003,Number,123077
State,Kansas,15 to 17,2003,Number,123885
State,Kansas,Total less than 18,2002,Percent,1
State,Kansas,0 to 4,2002,Percent,0.27
State,Kansas,5 to 11,2002,Percent,0.38
State,Kansas,12 to 14,2002,Percent,0.17
State,Kansas,15 to 17,2002,Percent,0.18
State,Kansas,Total less than 18,2002,Number,709416
State,Kansas,0 to 4,2002,Number,190497
State,Kansas,5 to 11,2002,Number,270295
State,Kansas,12 to 14,2002,Number,123159
State,Kansas,15 to 17,2002,Number,125465
State,Kansas,Total less than 18,2003,Percent,1
State,Kansas,0 to 4,2003,Percent,0.27
State,Kansas,5 to 11,2003,Percent,0.38
State,Kansas,12 to 14,2003,Percent,0.17
State,Kansas,15 to 17,2003,Percent,0.18
State,Kansas,Total less than 18,2001,Percent,1
State,Kansas,0 to 4,2001,Percent,0.27
State,Kansas,5 to 11,2001,Percent,0.39
State,Kansas,12 to 14,2001,Percent,0.17
State,Kansas,15 to 17,2001,Percent,0.18
State,Kansas,Total less than 18,2000,Percent,1
State,Kansas,0 to 4,2000,Percent,0.26
State,Kansas,5 to 11,2000,Percent,0.39
State,Kansas,12 to 14,2000,Percent,0.17
State,Kansas,15 to 17,2000,Percent,0.18
State,Kansas,Total less than 18,2001,Number,710923
State,Kansas,0 to 4,2001,Number,188589
State,Kansas,5 to 11,2001,Number,274713
State,Kansas,12 to 14,2001,Number,122197
State,Kansas,15 to 17,2001,Number,125424
State,Kansas,Total less than 18,2000,Number,713887
State,Kansas,0 to 4,2000,Number,188781
State,Kansas,5 to 11,2000,Number,277289
State,Kansas,12 to 14,2000,Number,122530
State,Kansas,15 to 17,2000,Number,125287
State,Kansas,15 to 17,1999,Number,125411
State,Kansas,12 to 14,1999,Number,122929
State,Kansas,Total less than 18,1999,Number,713022
State,Kansas,5 to 11,1999,Number,277480
State,Kansas,0 to 4,1999,Number,187202
State,Kansas,5 to 11,1999,Percent,0.39
State,Kansas,12 to 14,1999,Percent,0.17
State,Kansas,15 to 17,1999,Percent,0.18
State,Kansas,Total less than 18,1999,Percent,1
State,Kansas,0 to 4,1999,Percent,0.26
State,Kansas,0 to 4,1998,Percent,0.26
State,Kansas,Total less than 18,1998,Percent,1
State,Kansas,15 to 17,1998,Percent,0.18
State,Kansas,12 to 14,1998,Percent,0.17
State,Kansas,5 to 11,1998,Percent,0.39
State,Kansas,5 to 11,1997,Percent,0.39
State,Kansas,15 to 17,1997,Percent,0.18
State,Kansas,12 to 14,1997,Percent,0.17
State,Kansas,Total less than 18,1997,Percent,1
State,Kansas,0 to 4,1997,Percent,0.26
State,Kansas,15 to 17,1997,Number,124147
State,Kansas,12 to 14,1997,Number,122171
State,Kansas,Total less than 18,1997,Number,704001
State,Kansas,5 to 11,1997,Number,275022
State,Kansas,0 to 4,1997,Number,182661
State,Kansas,0 to 4,1998,Number,185325
State,Kansas,5 to 11,1998,Number,276821
State,Kansas,Total less than 18,1998,Number,710402
State,Kansas,12 to 14,1998,Number,122613
State,Kansas,15 to 17,1998,Number,125643
State,Kansas,0 to 4,1996,Percent,0.26
State,Kansas,Total less than 18,1996,Percent,1
State,Kansas,12 to 14,1996,Percent,0.17
State,Kansas,15 to 17,1996,Percent,0.17
State,Kansas,5 to 11,1996,Percent,0.39
State,Kansas,0 to 4,1996,Number,181218
State,Kansas,5 to 11,1996,Number,273369
State,Kansas,Total less than 18,1996,Number,696298
State,Kansas,12 to 14,1996,Number,121599
State,Kansas,15 to 17,1996,Number,120112
State,Kansas,15 to 17,1995,Number,115958
State,Kansas,12 to 14,1995,Number,121810
State,Kansas,Total less than 18,1995,Number,694124
State,Kansas,5 to 11,1995,Number,274212
State,Kansas,0 to 4,1995,Number,182144
State,Kansas,Total less than 18,1994,Percent,1
State,Kansas,12 to 14,1994,Percent,0.17
State,Kansas,15 to 17,1994,Percent,0.16
State,Kansas,5 to 11,1994,Percent,0.4
State,Kansas,0 to 4,1994,Percent,0.27
State,Kansas,0 to 4,1995,Percent,0.26
State,Kansas,5 to 11,1995,Percent,0.4
State,Kansas,15 to 17,1995,Percent,0.17
State,Kansas,12 to 14,1995,Percent,0.18
State,Kansas,Total less than 18,1995,Percent,1
State,Kansas,15 to 17,1993,Number,107380
State,Kansas,12 to 14,1993,Number,117359
State,Kansas,0 to 4,1994,Number,184993
State,Kansas,5 to 11,1994,Number,275720
State,Kansas,Total less than 18,1994,Number,693673
State,Kansas,Total less than 18,1993,Number,687262
State,Kansas,5 to 11,1993,Number,276022
State,Kansas,0 to 4,1993,Number,186501
State,Kansas,12 to 14,1994,Number,121330
State,Kansas,15 to 17,1994,Number,111630
State,Kansas,0 to 4,1993,Percent,0.27
State,Kansas,5 to 11,1993,Percent,0.4
State,Kansas,15 to 17,1993,Percent,0.16
State,Kansas,12 to 14,1993,Percent,0.17
State,Kansas,Total less than 18,1993,Percent,1
State,Kansas,0 to 4,1992,Percent,0.28
State,Kansas,Total less than 18,1992,Percent,1
State,Kansas,12 to 14,1992,Percent,0.17
State,Kansas,15 to 17,1992,Percent,0.15
State,Kansas,5 to 11,1992,Percent,0.41
State,Kansas,5 to 11,1991,Percent,0.41
State,Kansas,12 to 14,1991,Percent,0.16
State,Kansas,15 to 17,1991,Percent,0.15
State,Kansas,Total less than 18,1991,Percent,1
State,Kansas,15 to 17,1991,Number,100328
State,Kansas,12 to 14,1991,Number,107933
State,Kansas,Total less than 18,1991,Number,672033
State,Kansas,5 to 11,1991,Number,275127
State,Kansas,0 to 4,1991,Number,188645
State,Kansas,0 to 4,1992,Number,187638
State,Kansas,5 to 11,1992,Number,275906
State,Kansas,Total less than 18,1992,Number,680871
State,Kansas,12 to 14,1992,Number,112771
State,Kansas,15 to 17,1992,Number,104556
State,Kansas,0 to 4,1990,Percent,0.29
State,Kansas,15 to 17,1990,Percent,0.15
State,Kansas,12 to 14,1990,Percent,0.16
State,Kansas,5 to 11,1990,Percent,0.41
State,Kansas,Total less than 18,1990,Percent,1
State,Kansas,0 to 4,1991,Percent,0.28
State,Kansas,0 to 4,1990,Number,189972
State,Kansas,5 to 11,1990,Number,271033
State,Kansas,Total less than 18,1990,Number,662641
State,Kansas,12 to 14,1990,Number,103454
State,Kansas,15 to 17,1990,Number,98182
State,Kentucky,0 to 4,1990,Number,251351
State,Kentucky,5 to 11,1990,Number,372675
State,Kentucky,15 to 17,1990,Number,161473
State,Kentucky,Total less than 18,1990,Number,945951
State,Kentucky,12 to 14,1990,Number,160452
State,Kentucky,0 to 4,1990,Percent,0.27
State,Kentucky,12 to 14,1990,Percent,0.17
State,Kentucky,5 to 11,1990,Percent,0.39
State,Kentucky,Total less than 18,1990,Percent,1
State,Kentucky,15 to 17,1990,Percent,0.17
State,Kentucky,0 to 4,1992,Number,258420
State,Kentucky,5 to 11,1992,Number,370760
State,Kentucky,15 to 17,1992,Number,165733
State,Kentucky,Total less than 18,1992,Number,963861
State,Kentucky,12 to 14,1992,Number,168948
State,Kentucky,12 to 14,1991,Number,164531
State,Kentucky,5 to 11,1991,Number,371536
State,Kentucky,0 to 4,1991,Number,253847
State,Kentucky,Total less than 18,1991,Number,951512
State,Kentucky,15 to 17,1991,Number,161598
State,Kentucky,5 to 11,1991,Percent,0.39
State,Kentucky,0 to 4,1991,Percent,0.27
State,Kentucky,12 to 14,1991,Percent,0.17
State,Kentucky,15 to 17,1991,Percent,0.17
State,Kentucky,Total less than 18,1991,Percent,1
State,Kentucky,12 to 14,1992,Percent,0.18
State,Kentucky,0 to 4,1992,Percent,0.27
State,Kentucky,5 to 11,1992,Percent,0.38
State,Kentucky,Total less than 18,1992,Percent,1
State,Kentucky,15 to 17,1992,Percent,0.17
State,Kentucky,5 to 11,1993,Percent,0.38
State,Kentucky,0 to 4,1993,Percent,0.27
State,Kentucky,12 to 14,1993,Percent,0.18
State,Kentucky,15 to 17,1993,Percent,0.17
State,Kentucky,Total less than 18,1993,Percent,1
State,Kentucky,0 to 4,1994,Number,263987
State,Kentucky,5 to 11,1994,Number,371448
State,Kentucky,15 to 17,1994,Number,173167
State,Kentucky,Total less than 18,1994,Number,981439
State,Kentucky,12 to 14,1994,Number,172837
State,Kentucky,12 to 14,1993,Number,171057
State,Kentucky,5 to 11,1993,Number,370129
State,Kentucky,0 to 4,1993,Number,261077
State,Kentucky,Total less than 18,1993,Number,971134
State,Kentucky,15 to 17,1993,Number,168871
State,Kentucky,5 to 11,1995,Percent,0.38
State,Kentucky,0 to 4,1995,Percent,0.27
State,Kentucky,12 to 14,1995,Percent,0.17
State,Kentucky,15 to 17,1995,Percent,0.18
State,Kentucky,Total less than 18,1995,Percent,1
State,Kentucky,Total less than 18,1994,Percent,1
State,Kentucky,15 to 17,1994,Percent,0.18
State,Kentucky,12 to 14,1994,Percent,0.18
State,Kentucky,0 to 4,1994,Percent,0.27
State,Kentucky,5 to 11,1994,Percent,0.38
State,Kentucky,12 to 14,1995,Number,171037
State,Kentucky,Total less than 18,1995,Number,984486
State,Kentucky,15 to 17,1995,Number,176300
State,Kentucky,5 to 11,1995,Number,373267
State,Kentucky,0 to 4,1995,Number,263882
State,Kentucky,0 to 4,1996,Number,263218
State,Kentucky,5 to 11,1996,Number,377944
State,Kentucky,15 to 17,1996,Number,177456
State,Kentucky,Total less than 18,1996,Number,987062
State,Kentucky,12 to 14,1996,Number,168444
State,Kentucky,Total less than 18,1996,Percent,1
State,Kentucky,15 to 17,1996,Percent,0.18
State,Kentucky,12 to 14,1996,Percent,0.17
State,Kentucky,0 to 4,1996,Percent,0.27
State,Kentucky,5 to 11,1996,Percent,0.38
State,Kentucky,0 to 4,1998,Number,265426
State,Kentucky,5 to 11,1998,Number,388784
State,Kentucky,15 to 17,1998,Number,176072
State,Kentucky,Total less than 18,1998,Number,997296
State,Kentucky,12 to 14,1998,Number,167014
State,Kentucky,12 to 14,1997,Number,169395
State,Kentucky,Total less than 18,1997,Number,1002609
State,Kentucky,15 to 17,1997,Number,179127
State,Kentucky,5 to 11,1997,Number,387532
State,Kentucky,0 to 4,1997,Number,266555
State,Kentucky,Total less than 18,1997,Percent,1
State,Kentucky,15 to 17,1997,Percent,0.18
State,Kentucky,0 to 4,1997,Percent,0.27
State,Kentucky,12 to 14,1997,Percent,0.17
State,Kentucky,5 to 11,1997,Percent,0.39
State,Kentucky,15 to 17,1998,Percent,0.18
State,Kentucky,Total less than 18,1998,Percent,1
State,Kentucky,5 to 11,1998,Percent,0.39
State,Kentucky,12 to 14,1998,Percent,0.17
State,Kentucky,0 to 4,1998,Percent,0.27
State,Kentucky,0 to 4,1999,Percent,0.27
State,Kentucky,12 to 14,1999,Percent,0.17
State,Kentucky,5 to 11,1999,Percent,0.39
State,Kentucky,Total less than 18,1999,Percent,1
State,Kentucky,15 to 17,1999,Percent,0.17
State,Kentucky,12 to 14,1999,Number,166977
State,Kentucky,Total less than 18,1999,Number,996382
State,Kentucky,15 to 17,1999,Number,172510
State,Kentucky,5 to 11,1999,Number,391362
State,Kentucky,0 to 4,1999,Number,265533
State,Kentucky,Total less than 18,2000,Number,994984
State,Kentucky,0 to 4,2000,Number,265623
State,Kentucky,5 to 11,2000,Number,392197
State,Kentucky,12 to 14,2000,Number,166267
State,Kentucky,15 to 17,2000,Number,170897
State,Kentucky,Total less than 18,2001,Number,994105
State,Kentucky,0 to 4,2001,Number,267051
State,Kentucky,5 to 11,2001,Number,390328
State,Kentucky,12 to 14,2001,Number,167152
State,Kentucky,15 to 17,2001,Number,169574
State,Kentucky,Total less than 18,2000,Percent,1
State,Kentucky,0 to 4,2000,Percent,0.27
State,Kentucky,5 to 11,2000,Percent,0.39
State,Kentucky,12 to 14,2000,Percent,0.17
State,Kentucky,15 to 17,2000,Percent,0.17
State,Kentucky,Total less than 18,2001,Percent,1
State,Kentucky,0 to 4,2001,Percent,0.27
State,Kentucky,5 to 11,2001,Percent,0.39
State,Kentucky,12 to 14,2001,Percent,0.17
State,Kentucky,15 to 17,2001,Percent,0.17
State,Kentucky,Total less than 18,2003,Percent,1
State,Kentucky,0 to 4,2003,Percent,0.27
State,Kentucky,5 to 11,2003,Percent,0.39
State,Kentucky,12 to 14,2003,Percent,0.17
State,Kentucky,15 to 17,2003,Percent,0.17
State,Kentucky,Total less than 18,2002,Number,995251
State,Kentucky,0 to 4,2002,Number,268058
State,Kentucky,5 to 11,2002,Number,386687
State,Kentucky,12 to 14,2002,Number,170816
State,Kentucky,15 to 17,2002,Number,169690
State,Kentucky,Total less than 18,2002,Percent,1
State,Kentucky,0 to 4,2002,Percent,0.27
State,Kentucky,5 to 11,2002,Percent,0.39
State,Kentucky,12 to 14,2002,Percent,0.17
State,Kentucky,15 to 17,2002,Percent,0.17
State,Kentucky,Total less than 18,2003,Number,998485
State,Kentucky,0 to 4,2003,Number,270138
State,Kentucky,5 to 11,2003,Number,385179
State,Kentucky,12 to 14,2003,Number,174125
State,Kentucky,15 to 17,2003,Number,169043
State,Kentucky,Total less than 18,2004,Number,998459
State,Kentucky,0 to 4,2004,Number,271105
State,Kentucky,5 to 11,2004,Number,382709
State,Kentucky,12 to 14,2004,Number,175286
State,Kentucky,15 to 17,2004,Number,169359
State,Kentucky,Total less than 18,2004,Percent,1
State,Kentucky,0 to 4,2004,Percent,0.27
State,Kentucky,5 to 11,2004,Percent,0.38
State,Kentucky,12 to 14,2004,Percent,0.18
State,Kentucky,15 to 17,2004,Percent,0.17
State,Kentucky,Total less than 18,2005,Percent,1
State,Kentucky,0 to 4,2005,Percent,0.27
State,Kentucky,5 to 11,2005,Percent,0.38
State,Kentucky,12 to 14,2005,Percent,0.17
State,Kentucky,15 to 17,2005,Percent,0.17
State,Kentucky,Total less than 18,2006,Percent,1
State,Kentucky,0 to 4,2006,Percent,0.27
State,Kentucky,5 to 11,2006,Percent,0.38
State,Kentucky,12 to 14,2006,Percent,0.17
State,Kentucky,15 to 17,2006,Percent,0.17
State,Kentucky,Total less than 18,2005,Number,1004020
State,Kentucky,0 to 4,2005,Number,272662
State,Kentucky,5 to 11,2005,Number,383753
State,Kentucky,12 to 14,2005,Number,174113
State,Kentucky,15 to 17,2005,Number,173492
State,Kentucky,Total less than 18,2006,Number,1011295
State,Kentucky,0 to 4,2006,Number,273554
State,Kentucky,5 to 11,2006,Number,387790
State,Kentucky,12 to 14,2006,Number,172975
State,Kentucky,15 to 17,2006,Number,176976
State,Kentucky,Total less than 18,2007,Percent,1
State,Kentucky,0 to 4,2007,Percent,0.27
State,Kentucky,5 to 11,2007,Percent,0.38
State,Kentucky,12 to 14,2007,Percent,0.17
State,Kentucky,15 to 17,2007,Percent,0.18
State,Kentucky,Total less than 18,2008,Number,1022001
State,Kentucky,0 to 4,2008,Number,281467
State,Kentucky,5 to 11,2008,Number,392236
State,Kentucky,12 to 14,2008,Number,170837
State,Kentucky,15 to 17,2008,Number,177461
State,Kentucky,Total less than 18,2007,Number,1016288
State,Kentucky,0 to 4,2007,Number,277446
State,Kentucky,5 to 11,2007,Number,388628
State,Kentucky,12 to 14,2007,Number,171557
State,Kentucky,15 to 17,2007,Number,178657
State,Kentucky,Total less than 18,2008,Percent,1
State,Kentucky,0 to 4,2008,Percent,0.28
State,Kentucky,5 to 11,2008,Percent,0.38
State,Kentucky,12 to 14,2008,Percent,0.17
State,Kentucky,15 to 17,2008,Percent,0.17
State,Kentucky,0 to 4,2013,Percent,0.27
State,Kentucky,12 to 14,2013,Percent,0.17
State,Kentucky,15 to 17,2013,Percent,0.17
State,Kentucky,5 to 11,2013,Percent,0.39
State,Kentucky,Total less than 18,2013,Percent,1
State,Kentucky,0 to 4,2013,Number,276757
State,Kentucky,12 to 14,2013,Number,173151
State,Kentucky,15 to 17,2013,Number,170326
State,Kentucky,5 to 11,2013,Number,397005
State,Kentucky,Total less than 18,2013,Number,1017239
State,Kentucky,0 to 4,2018,Number,275412
State,Kentucky,12 to 14,2018,Number,171157
State,Kentucky,15 to 17,2018,Number,170903
State,Kentucky,5 to 11,2018,Number,391357
State,Kentucky,Total less than 18,2018,Number,1008829
